tweet_id,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,stage,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,breed,retweet_count,favorite_count
666063827256086533,2015-11-16 01:22:45+00:00,This is the happiest dog you will ever see. Very committed owner. Nice couch.,['https://twitter.com/dog_rates/status/666063827256086533/photo/1'],10,10,the,,golden_retriever,0.77593,True,tibetan_mastiff,0.0937178,True,labrador_retriever,0.07242660000000001,True,golden_retriever,226,492
666071193221509120,2015-11-16 01:52:02+00:00,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. would caress sensually,['https://twitter.com/dog_rates/status/666071193221509120/photo/1'],9,10,None,,gordon_setter,0.503672,True,yorkshire_terrier,0.174201,True,pekinese,0.109454,True,gordon_setter,65,154
666073100786774016,2015-11-16 01:59:36+00:00,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. I trust this pilot,['https://twitter.com/dog_rates/status/666073100786774016/photo/1'],10,10,None,,walker_hound,0.260857,True,english_foxhound,0.17538199999999998,True,ibizan_hound,0.0974705,True,walker_hound,172,333
666082916733198337,2015-11-16 02:38:37+00:00,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. not very waterproof,['https://twitter.com/dog_rates/status/666082916733198337/photo/1'],6,10,None,,pug,0.489814,True,bull_mastiff,0.404722,True,french_bulldog,0.0489595,True,pug,46,121
666094000022159362,2015-11-16 03:22:39+00:00,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. would lie down with,['https://twitter.com/dog_rates/status/666094000022159362/photo/1'],9,10,None,,bloodhound,0.195217,True,german_shepherd,0.0782598,True,malinois,0.07562780000000001,True,bloodhound,77,167
666099513787052032,2015-11-16 03:44:34+00:00,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel.,['https://twitter.com/dog_rates/status/666099513787052032/photo/1'],8,10,None,,lhasa,0.58233,True,shih-tzu,0.166192,True,dandie_dinmont,0.0896883,True,lhasa,72,161
666102155909144576,2015-11-16 03:55:04+00:00,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place.,['https://twitter.com/dog_rates/status/666102155909144576/photo/1'],11,10,None,,english_setter,0.298617,True,newfoundland,0.149842,True,borzoi,0.133649,True,english_setter,14,81
666104133288665088,2015-11-16 04:02:55+00:00,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs.,['https://twitter.com/dog_rates/status/666104133288665088/photo/1'],1,10,None,,hen,0.965932,False,cock,0.0339194,False,partridge,5.20658e-05,False,,6807,14655
666268910803644416,2015-11-16 14:57:41+00:00,Very concerned about fellow dog trapped in computer.,['https://twitter.com/dog_rates/status/666268910803644416/photo/1'],10,10,None,,desktop_computer,0.086502,False,desk,0.0855474,False,bookcase,0.0794797,False,,36,108
666273097616637952,2015-11-16 15:14:19+00:00,Can take selfies,['https://twitter.com/dog_rates/status/666273097616637952/photo/1'],11,10,None,,italian_greyhound,0.176053,True,toy_terrier,0.111884,True,basenji,0.111152,True,italian_greyhound,80,182
666287406224695296,2015-11-16 16:11:11+00:00,This is an Albanian 3 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar.,['https://twitter.com/dog_rates/status/666287406224695296/photo/1'],9,10,an,,maltese_dog,0.8575309999999999,True,toy_poodle,0.0630638,True,miniature_poodle,0.0255806,True,maltese_dog,70,152
666293911632134144,2015-11-16 16:37:02+00:00,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with.,['https://twitter.com/dog_rates/status/666293911632134144/photo/1'],3,10,a,,three-toed_sloth,0.914671,False,otter,0.01525,False,great_grey_owl,0.0132072,False,,365,515
666337882303524864,2015-11-16 19:31:45+00:00,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. would pet aggressively,['https://twitter.com/dog_rates/status/666337882303524864/photo/1'],9,10,an,,ox,0.416669,False,newfoundland,0.278407,True,groenendael,0.102643,True,newfoundland,95,202
666345417576210432,2015-11-16 20:01:42+00:00,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho,['https://twitter.com/dog_rates/status/666345417576210432/photo/1'],10,10,None,,golden_retriever,0.8587440000000001,True,chesapeake_bay_retriever,0.0547868,True,labrador_retriever,0.0142409,True,golden_retriever,145,307
666353288456101888,2015-11-16 20:32:58+00:00,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet.,['https://twitter.com/dog_rates/status/666353288456101888/photo/1'],8,10,None,,malamute,0.33687399999999995,True,siberian_husky,0.147655,True,eskimo_dog,0.0934124,True,malamute,74,228
666362758909284353,2015-11-16 21:10:36+00:00,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare would still pet,['https://twitter.com/dog_rates/status/666362758909284353/photo/1'],6,10,None,,guinea_pig,0.996496,False,skunk,0.00240245,False,hamster,0.0004608630000000001,False,,588,799
666373753744588802,2015-11-16 21:54:18+00:00,Those are sunglasses and a jean jacket. dog cool af,['https://twitter.com/dog_rates/status/666373753744588802/photo/1'],11,10,None,,soft-coated_wheaten_terrier,0.326467,True,afghan_hound,0.25955100000000003,True,briard,0.206803,True,soft-coated_wheaten_terrier,95,194
666396247373291520,2015-11-16 23:23:41+00:00,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert.,['https://twitter.com/dog_rates/status/666396247373291520/photo/1'],9,10,None,,chihuahua,0.978108,True,toy_terrier,0.00939697,True,papillon,0.00457681,True,chihuahua,90,171
666407126856765440,2015-11-17 00:06:54+00:00,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat).,['https://twitter.com/dog_rates/status/666407126856765440/photo/1'],7,10,a,,black-and-tan_coonhound,0.529139,True,bloodhound,0.24422,True,flat-coated_retriever,0.17381,True,black-and-tan_coonhound,42,113
666411507551481857,2015-11-17 00:24:19+00:00,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks.,['https://twitter.com/dog_rates/status/666411507551481857/photo/1'],2,10,quite,,coho,0.40464,False,barracouta,0.271485,False,gar,0.189945,False,,337,457
666418789513326592,2015-11-17 00:53:15+00:00,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant.,['https://twitter.com/dog_rates/status/666418789513326592/photo/1'],10,10,Walter,,toy_terrier,0.14968,True,papillon,0.148258,True,chihuahua,0.14286,True,toy_terrier,47,129
666421158376562688,2015-11-17 01:02:40+00:00,*internally screaming*,['https://twitter.com/dog_rates/status/666421158376562688/photo/1'],12,10,None,,blenheim_spaniel,0.906777,True,cocker_spaniel,0.0903464,True,shih-tzu,0.00111687,True,blenheim_spaniel,117,324
666428276349472768,2015-11-17 01:30:57+00:00,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). would garden with,['https://twitter.com/dog_rates/status/666428276349472768/photo/1'],7,10,None,,pembroke,0.371361,True,chow,0.249394,True,pomeranian,0.241878,True,pembroke,89,170
666430724426358785,2015-11-17 01:40:41+00:00,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big.,['https://twitter.com/dog_rates/status/666430724426358785/photo/1'],6,10,None,,llama,0.505184,False,irish_terrier,0.104109,True,dingo,0.0620712,False,irish_terrier,202,327
666435652385423360,2015-11-17 02:00:15+00:00,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell",['https://twitter.com/dog_rates/status/666435652385423360/photo/1'],10,10,None,,chesapeake_bay_retriever,0.18413,True,chain_saw,0.056775300000000015,False,power_drill,0.0367634,False,chesapeake_bay_retriever,54,171
666437273139982337,2015-11-17 02:06:42+00:00,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body.,['https://twitter.com/dog_rates/status/666437273139982337/photo/1'],7,10,None,,chihuahua,0.6718529999999999,True,beagle,0.12468,True,saluki,0.044094199999999986,True,chihuahua,51,130
666447344410484738,2015-11-17 02:46:43+00:00,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. nothing bad to say,['https://twitter.com/dog_rates/status/666447344410484738/photo/1'],9,10,Scout,,curly-coated_retriever,0.32208400000000004,True,giant_schnauzer,0.287955,True,labrador_retriever,0.166331,True,curly-coated_retriever,22,107
666454714377183233,2015-11-17 03:16:00+00:00,I'll name the dogs from now on. This is Kreggory. He does parkour.,['https://twitter.com/dog_rates/status/666454714377183233/photo/1'],10,10,Kreggory,,dalmatian,0.278954,True,labrador_retriever,0.237612,True,great_pyrenees,0.171106,True,dalmatian,218,540
666644823164719104,2015-11-17 15:51:26+00:00,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date.,['https://twitter.com/dog_rates/status/666644823164719104/photo/1'],9,10,Jimothy,,ibizan_hound,0.0443334,True,pembroke,0.0432093,True,west_highland_white_terrier,0.0389056,True,ibizan_hound,87,237
666649482315059201,2015-11-17 16:09:56+00:00,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs.,['https://twitter.com/dog_rates/status/666649482315059201/photo/1'],4,10,None,,border_collie,0.447803,True,english_springer,0.170497,True,collie,0.139206,True,border_collie,602,914
666691418707132416,2015-11-17 18:56:35+00:00,This is Christoper. He is a spotted Penne. Can easily navigate stairs.,['https://twitter.com/dog_rates/status/666691418707132416/photo/1'],8,10,Christoper,,german_shepherd,0.975401,True,beagle,0.00868727,True,bloodhound,0.00539404,True,german_shepherd,50,193
666701168228331520,2015-11-17 19:35:19+00:00,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. would hug softly,['https://twitter.com/dog_rates/status/666701168228331520/photo/1'],8,10,a,,labrador_retriever,0.887707,True,chihuahua,0.029307,True,french_bulldog,0.0207563,True,labrador_retriever,228,447
666739327293083650,2015-11-17 22:06:57+00:00,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows,['https://twitter.com/dog_rates/status/666739327293083650/photo/1'],10,10,Lugan,,miniature_poodle,0.546933,True,cocker_spaniel,0.165255,True,toy_poodle,0.0959589,True,miniature_poodle,69,241
666776908487630848,2015-11-18 00:36:17+00:00,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways.,['https://twitter.com/dog_rates/status/666776908487630848/photo/1'],5,10,Josep,,seat_belt,0.375057,False,miniature_pinscher,0.167175,True,chihuahua,0.0869506,True,miniature_pinscher,184,363
666781792255496192,2015-11-18 00:55:42+00:00,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth.,['https://twitter.com/dog_rates/status/666781792255496192/photo/1'],10,10,a,,italian_greyhound,0.618316,True,weimaraner,0.151363,True,vizsla,0.08598910000000001,True,italian_greyhound,208,401
666786068205871104,2015-11-18 01:12:41+00:00,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog,['https://twitter.com/dog_rates/status/666786068205871104/photo/1'],2,10,None,,snail,0.999888,False,slug,5.51417e-05,False,acorn,2.6258e-05,False,,517,797
666804364988780544,2015-11-18 02:25:23+00:00,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature.,['https://twitter.com/dog_rates/status/666804364988780544/photo/1'],8,10,Jockson,,english_setter,0.32879200000000003,True,brittany_spaniel,0.283545,True,ibizan_hound,0.0574615,True,english_setter,94,249
666817836334096384,2015-11-18 03:18:55+00:00,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero,['https://twitter.com/dog_rates/status/666817836334096384/photo/1'],9,10,Jeph,,miniature_schnauzer,0.496953,True,standard_schnauzer,0.28527600000000003,True,giant_schnauzer,0.07376369999999999,True,miniature_schnauzer,263,535
666826780179869698,2015-11-18 03:54:28+00:00,simply brilliant pup,['https://twitter.com/dog_rates/status/666826780179869698/photo/1'],12,10,None,,maltese_dog,0.359383,True,teddy,0.148759,False,west_highland_white_terrier,0.106007,True,maltese_dog,103,264
666835007768551424,2015-11-18 04:27:09+00:00,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits &amp;,['https://twitter.com/dog_rates/status/666835007768551424/photo/1'],10,10,None,,airedale,0.448459,True,toy_poodle,0.12403,True,teddy,0.110183,False,airedale,82,222
666837028449972224,2015-11-18 04:35:11+00:00,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called,['https://twitter.com/dog_rates/status/666837028449972224/photo/1'],3,10,None,,triceratops,0.442113,False,armadillo,0.114071,False,common_iguana,0.0432553,False,,577,850
666983947667116034,2015-11-18 14:18:59+00:00,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. would hug until forever,['https://twitter.com/dog_rates/status/666983947667116034/photo/1'],11,10,a,,swab,0.589446,False,chain_saw,0.190142,False,wig,0.0345097,False,,1035,2658
666996132027977728,2015-11-18 15:07:24+00:00,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big.,['https://twitter.com/dog_rates/status/666996132027977728/photo/1'],10,10,Carll,,hay,0.507637,False,rottweiler,0.0624899,True,water_buffalo,0.0484247,False,rottweiler,101,255
667012601033924608,2015-11-18 16:12:51+00:00,This is Klevin. He laughs a lot. Very cool dog.,['https://twitter.com/dog_rates/status/667012601033924608/photo/1'],9,10,Klevin,,hyena,0.98723,False,african_hunting_dog,0.0126008,False,coyote,5.735010000000001e-05,False,,237,467
667044094246576128,2015-11-18 18:17:59+00:00,gimme now,['https://twitter.com/dog_rates/status/667044094246576128/photo/1'],12,10,None,,golden_retriever,0.765266,True,labrador_retriever,0.206694,True,seat_belt,0.0106669,False,golden_retriever,52,197
667062181243039745,2015-11-18 19:29:52+00:00,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid.,['https://twitter.com/dog_rates/status/667062181243039745/photo/1'],10,10,Keet,,chesapeake_bay_retriever,0.825678,True,vizsla,0.090998,True,kelpie,0.0229562,True,chesapeake_bay_retriever,57,226
667065535570550784,2015-11-18 19:43:11+00:00,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry.,['https://twitter.com/dog_rates/status/667065535570550784/photo/1'],8,10,None,,jigsaw_puzzle,0.560001,False,doormat,0.103259,False,space_heater,0.042568,False,,50,175
667070482143944705,2015-11-18 20:02:51+00:00,After much debate this dog is being upgraded to . I repeat,[],10,10,None,,,,,,,,,,,,14,87
667073648344346624,2015-11-18 20:15:26+00:00,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave.,['https://twitter.com/dog_rates/status/667073648344346624/photo/1'],10,10,Dave,,chihuahua,0.483682,True,pug,0.0924939,True,brabancon_griffon,0.057495400000000016,True,chihuahua,131,422
667090893657276420,2015-11-18 21:23:57+00:00,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip.,['https://twitter.com/dog_rates/status/667090893657276420/photo/1'],7,10,Clybe,,chihuahua,0.959514,True,italian_greyhound,0.00537015,True,pomeranian,0.00264133,True,chihuahua,131,344
667119796878725120,2015-11-18 23:18:48+00:00,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. fabulous,['https://twitter.com/dog_rates/status/667119796878725120/photo/1'],10,10,Gabe,,pembroke,0.741563,True,chihuahua,0.0578659,True,toy_poodle,0.0391251,True,pembroke,134,345
667138269671505920,2015-11-19 00:32:12+00:00,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive,['https://twitter.com/dog_rates/status/667138269671505920/photo/1'],10,10,None,,west_highland_white_terrier,0.747713,True,samoyed,0.243629,True,toy_poodle,0.00180397,True,west_highland_white_terrier,2359,4813
667152164079423490,2015-11-19 01:27:25+00:00,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. I would kill for Pipsy,['https://twitter.com/dog_rates/status/667152164079423490/photo/1'],12,10,Pipsy,,toy_poodle,0.535411,True,pomeranian,0.08754400000000001,True,miniature_poodle,0.06205,True,toy_poodle,18136,49471
667160273090932737,2015-11-19 01:59:39+00:00,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime.,['https://twitter.com/dog_rates/status/667160273090932737/photo/1'],11,10,Bradlay,,golden_retriever,0.471351,True,miniature_poodle,0.0919921,True,standard_poodle,0.08738539999999999,True,golden_retriever,66,267
667165590075940865,2015-11-19 02:20:46+00:00,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy.,['https://twitter.com/dog_rates/status/667165590075940865/photo/1'],10,10,Churlie,,miniature_pinscher,0.140173,True,rottweiler,0.13409400000000002,True,beagle,0.08189980000000001,True,miniature_pinscher,1226,2799
667171260800061440,2015-11-19 02:43:18+00:00,Say hello to Kenneth. He likes Reese's Puffs.,['https://twitter.com/dog_rates/status/667171260800061440/photo/1'],10,10,Kenneth,,giant_schnauzer,0.8412649999999999,True,lakeland_terrier,0.0527442,True,irish_water_spaniel,0.0344017,True,giant_schnauzer,98,234
667174963120574464,2015-11-19 02:58:01+00:00,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it.",['https://twitter.com/dog_rates/status/667174963120574464/photo/1'],9,10,Clarence,,toy_poodle,0.266437,True,chihuahua,0.243223,True,bluetick,0.0728063,True,toy_poodle,87,261
667176164155375616,2015-11-19 03:02:47+00:00,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? still petable,['https://twitter.com/dog_rates/status/667176164155375616/photo/1'],4,10,None,,soft-coated_wheaten_terrier,0.318981,True,lakeland_terrier,0.215218,True,toy_poodle,0.106014,True,soft-coated_wheaten_terrier,482,636
667177989038297088,2015-11-19 03:10:02+00:00,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda.,['https://twitter.com/dog_rates/status/667177989038297088/photo/1'],8,10,a,,vizsla,0.25924899999999995,True,chesapeake_bay_retriever,0.176293,True,weimaraner,0.112369,True,vizsla,58,200
667182792070062081,2015-11-19 03:29:07+00:00,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him.,['https://twitter.com/dog_rates/status/667182792070062081/photo/1'],10,10,Timison,,golden_retriever,0.949892,True,irish_setter,0.0105638,True,chesapeake_bay_retriever,0.00582141,True,golden_retriever,6569,15002
667188689915760640,2015-11-19 03:52:34+00:00,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. good dog,['https://twitter.com/dog_rates/status/667188689915760640/photo/1'],10,10,None,,vacuum,0.33583,False,swab,0.265278,False,toilet_tissue,0.140703,False,,446,781
667192066997374976,2015-11-19 04:05:59+00:00,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO,['https://twitter.com/dog_rates/status/667192066997374976/photo/1'],12,10,None,,rottweiler,0.28364,True,miniature_pinscher,0.148112,True,black-and-tan_coonhound,0.0955848,True,rottweiler,114,412
667200525029539841,2015-11-19 04:39:35+00:00,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho,['https://twitter.com/dog_rates/status/667200525029539841/photo/1'],11,10,Joshwa,,siberian_husky,0.694904,True,malamute,0.232006,True,eskimo_dog,0.0506351,True,siberian_husky,279,654
667211855547486208,2015-11-19 05:24:37+00:00,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions.,['https://twitter.com/dog_rates/status/667211855547486208/photo/1'],9,10,Genevieve,,golden_retriever,0.462556,True,labrador_retriever,0.454937,True,kuvasz,0.0241933,True,golden_retriever,257,514
667369227918143488,2015-11-19 15:49:57+00:00,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog,['https://twitter.com/dog_rates/status/667369227918143488/photo/1'],10,10,None,,teddy,0.709545,False,bath_towel,0.12728499999999998,False,christmas_stocking,0.028567500000000006,False,,171,385
667393430834667520,2015-11-19 17:26:08+00:00,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked.,['https://twitter.com/dog_rates/status/667393430834667520/photo/1'],8,10,Fwed,,papillon,0.557009,True,border_collie,0.271963,True,collie,0.0734729,True,papillon,60,208
667405339315146752,2015-11-19 18:13:27+00:00,This is Biden. Biden just tripped...,['https://twitter.com/dog_rates/status/667405339315146752/photo/1'],7,10,Biden,,saint_bernard,0.381377,True,leonberg,0.127998,True,golden_retriever,0.0693568,True,saint_bernard,232,489
667435689202614272,2015-11-19 20:14:03+00:00,Ermergerd,['https://twitter.com/dog_rates/status/667435689202614272/photo/1'],12,10,None,,rottweiler,0.999091,True,miniature_pinscher,0.000450355,True,black-and-tan_coonhound,0.00015714,True,rottweiler,88,324
667437278097252352,2015-11-19 20:20:22+00:00,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho.,['https://twitter.com/dog_rates/status/667437278097252352/photo/1'],10,10,None,,porcupine,0.989154,False,bath_towel,0.00630049,False,badger,0.00096634,False,,255,478
667443425659232256,2015-11-19 20:44:47+00:00,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog.,['https://twitter.com/dog_rates/status/667443425659232256/photo/1'],6,10,None,,goose,0.980815,False,drake,0.00691777,False,hen,0.00525517,False,,617,824
667453023279554560,2015-11-19 21:22:56+00:00,Meet Cupcake. I would do unspeakable things for Cupcake.,['https://twitter.com/dog_rates/status/667453023279554560/photo/1'],11,10,Cupcake,,labrador_retriever,0.8256700000000001,True,french_bulldog,0.0566394,True,staffordshire_bullterrier,0.0540184,True,labrador_retriever,95,327
667455448082227200,2015-11-19 21:32:34+00:00,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. s,['https://twitter.com/dog_rates/status/667455448082227200/photo/1'],7,10,Reese,,tibetan_terrier,0.676376,True,irish_terrier,0.054933400000000014,True,yorkshire_terrier,0.0405755,True,tibetan_terrier,66,202
667470559035432960,2015-11-19 22:32:36+00:00,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. legendary,['https://twitter.com/dog_rates/status/667470559035432960/photo/1'],11,10,a,,toy_poodle,0.304175,True,pug,0.223427,True,lakeland_terrier,0.07331649999999999,True,toy_poodle,101,273
667491009379606528,2015-11-19 23:53:52+00:00,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. and,['https://twitter.com/dog_rates/status/667491009379606528/photo/1'],7,10,None,,borzoi,0.852088,True,ice_bear,0.13226400000000002,False,weasel,0.00572998,False,borzoi,237,557
667495797102141441,2015-11-20 00:12:54+00:00,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. charismatic af,['https://twitter.com/dog_rates/status/667495797102141441/photo/1'],9,10,Philippe,,chihuahua,0.143957,True,christmas_stocking,0.118651,False,ski_mask,0.0924817,False,chihuahua,293,557
667502640335572993,2015-11-20 00:40:05+00:00,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. s,['https://twitter.com/dog_rates/status/667502640335572993/photo/1'],11,10,Hall,,labrador_retriever,0.996709,True,golden_retriever,0.00168821,True,beagle,0.0007116669999999999,True,labrador_retriever,230,562
667509364010450944,2015-11-20 01:06:48+00:00,This a Norwegian Pewterschmidt named Tickles. Ears for days. I care deeply for Tickles,['https://twitter.com/dog_rates/status/667509364010450944/photo/1'],12,10,None,,beagle,0.636169,True,labrador_retriever,0.119256,True,golden_retriever,0.08254919999999999,True,beagle,2255,7104
667517642048163840,2015-11-20 01:39:42+00:00,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. s,['https://twitter.com/dog_rates/status/667517642048163840/photo/1'],8,10,Dook,,italian_greyhound,0.125176,True,standard_poodle,0.08457150000000001,True,cocker_spaniel,0.0813469,True,italian_greyhound,203,388
667524857454854144,2015-11-20 02:08:22+00:00,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. great pup,['https://twitter.com/dog_rates/status/667524857454854144/photo/1'],12,10,None,,hare,0.447893,False,dhole,0.0924353,False,chesapeake_bay_retriever,0.08812239999999999,True,chesapeake_bay_retriever,1189,1788
